headline,body,location,time_published,Text
2nd COVID-19 vaccine trial paused over unexplained illness,NEW BRUNSWICK: A late-stage study of Johnson & Johnson’s COVID-19 vaccine candidate has been paused while the company investigates whether a study participant’s...,Environment ,"13 Oct, 2020 ",nd covid vaccine trial paused unexplained illness new brunswick late stage study johnson johnson covid vaccine candidate paused company investigates whether study participant s...
WHO: 10% of world's people may have been infected with virus,GENEVA: The head of emergencies at the World Health Organization said Monday the agency's “best estimates” indicate roughly 1 in 10 people worldwide may have been...,Environment ,"06 Oct, 2020 ",world people may infected virus geneva head emergency world health organization said monday agency best estimate indicate roughly people worldwide may been...
EU regulator launches real-time review of AstraZeneca's COVID-19 vaccine,"BRUSSELS: The European health regulator said on Thursday it had started a rolling review of the experimental COVID-19 vaccine from AstraZeneca and Oxford University, in a...",Environment ,"01 Oct, 2020 ",eu regulator launch real time review astrazeneca covid vaccine brussels european health regulator said thursday started rolling review experimental covid vaccine astrazeneca oxford university a...
Nine in ten recovered COVID-19 patients experience side-effects: study,"SEOUL: Nine in ten coronavirus patients reported experiencing side-effects such as fatigue, psychological after-effects and loss of smell and taste after they recovered...",Environment ,"29 Sep, 2020 ",nine ten recovered covid patient experience side effect study seoul nine ten coronavirus patient reported experiencing side effect fatigue psychological effect loss smell taste recovered...
India trials for Russia's 'Sputnik-V' vaccine could start in next few weeks: exec,"BENGALURU: Dr Reddy's Laboratories Ltd could begin late-stage Indian clinical trials of Russia's potential coronavirus vaccine in the next few weeks, an executive at...",Environment ,"22 Sep, 2020 ",india trial russia sputnik v vaccine could start next week exec bengaluru dr reddy laboratory ltd could begin late stage indian clinical trial russia potential coronavirus vaccine next week executive at...
Chinese researchers to test double doses of CanSino's coronavirus vaccine candidate,BEIJING: Researchers plan to start a clinical trial for an additional dose of a coronavirus vaccine candidate co-developed by China's CanSino Biologics Inc and a...,Environment ,"18 Sep, 2020 ",chinese researcher test double dos cansino coronavirus vaccine candidate beijing researcher plan start clinical trial additional dose coronavirus vaccine candidate co developed china cansino biologics inc a...
Red Cross warns coronavirus is driving discrimination in Asia,The International Federation of Red Cross and Red Crescent Societies (IFRC) warned on Thursday that the novel coronavirus is driving discrimination towards vulnerable...,Environment ,"17 Sep, 2020 ",red cross warns coronavirus driving discrimination asia international federation red cross red crescent society ifrc warned thursday novel coronavirus driving discrimination towards vulnerable...
Study hints antibody drug may cut COVID-19 hospitalizations,A drug company says that partial results from a study testing an antibody drug give hints that it may help keep mild to moderately ill COVID-19 patients from needing to be...,Environment ,"17 Sep, 2020 ",study hint antibody drug may cut covid hospitalization drug company say partial result study testing antibody drug give hint may help keep mild moderately ill covid patient needing be...
Serum Institute gets approval to resume Indian trial of AstraZeneca COVID vaccine: source,"MUMBAI/BENGALURU: Serum Institute of India has received Indian regulatory approval to resume local clinical trials of AstraZeneca's potential COVID-19 vaccine, a source...",Environment ,"16 Sep, 2020 ",serum institute get approval resume indian trial astrazeneca covid vaccine source mumbai bengaluru serum institute india received indian regulatory approval resume local clinical trial astrazeneca potential covid vaccine source...
Oxford and AstraZeneca resume coronavirus vaccine trial,"ONDON (AP) — Oxford University announced Saturday it was resuming a trial for a coronavirus vaccine it is developing with pharmaceutical company AstraZeneca, a move that...",Environment ,"13 Sep, 2020 ",oxford astrazeneca resume coronavirus vaccine trial ondon ap oxford university announced saturday resuming trial coronavirus vaccine developing pharmaceutical company astrazeneca move that...
British researchers design death risk tool for COVID-19 patients,"LONDON: British scientists have developed a four-level scoring model for predicting the death risk of patients hospitalised with COVID-19, saying it should help doctors...",Environment ,"10 Sep, 2020 ",british researcher design death risk tool covid patient london british scientist developed four level scoring model predicting death risk patient hospitalised covid saying help doctors...
HK researchers say COVID-19 stool tests may be more effective for infants,HONG KONG: Stool tests may be more effective than respiratory tests in identifying COVID-19 infections in children and infants since they carry a higher viral load in their...,Environment ,"10 Sep, 2020 ",hk researcher say covid stool test may effective infant hong kong stool test may effective respiratory test identifying covid infection child infant since carry higher viral load their...
AstraZeneca COVID-19 vaccine study paused after one illness,Late-stage studies of AstraZeneca’s COVID-19 vaccine candidate are on temporary hold while the company investigates whether a recipient’s “potentially unexplained”...,Environment ,"09 Sep, 2020 ",astrazeneca covid vaccine study paused one illness late stage study astrazeneca covid vaccine candidate temporary hold company investigates whether recipient potentially unexplained ...
"World must be better prepared for next pandemic, says WHO boss","GENEVA: World Health Organization chief Tedros Adhanom Ghebreyesus said on Monday the world must be better prepared for the next pandemic, as he called on countries to...",Environment ,"08 Sep, 2020 ",world must better prepared next pandemic say bos geneva world health organization chief tedros adhanom ghebreyesus said monday world must better prepared next pandemic called country to...
"90% of China's Sinovac employees, families took coronavirus vaccine: CEO",BEIJING: About 90% of Sinovac Biotech Ltd employees and their families have taken an experimental coronavirus vaccine developed by the Chinese firm under the country's...,Environment ,"06 Sep, 2020 ",china sinovac employee family took coronavirus vaccine ceo beijing sinovac biotech ltd employee family taken experimental coronavirus vaccine developed chinese firm country s...
"China's CNBG, Sinovac find more countries to test coronavirus vaccines",BEIJING: China National Biotec Group (CNBG) and Sinovac Biotech Ltd said on Saturday they have each found two more countries to run late-stage clinical tests of their...,Environment ,"06 Sep, 2020 ",china cnbg sinovac find country test coronavirus vaccine beijing china national biotec group cnbg sinovac biotech ltd said saturday found two country run late stage clinical test their...
"Sanofi, GSK launch trial for COVID-19 protein-based vaccine","Phase 1/2 trial enrols 440 adults in the US
 	Final testing stage expected to start in December

PARIS: French drugmaker Sanofi and Britain's GlaxoSmithKline said...",Environment ,"03 Sep, 2020 ",sanofi gsk launch trial covid protein based vaccine phase trial enrols adult u final testing stage expected start december paris french drugmaker sanofi britain glaxosmithkline said...
Health experts decry Trump's shunning of virus rules,"WASHINGTON: Public health experts expressed concern Friday about President Donald Trump's largely mask-free, socially un-distanced Republican convention event on the White...",Environment ,"29 Aug, 2020 ",health expert decry trump shunning virus rule washington public health expert expressed concern friday president donald trump largely mask free socially un distanced republican convention event white...
Singapore battles record dengue outbreak with more mosquitoes,"SINGAPORE: From the high balcony of a Singapore public housing block, an environment official steadies his mosquito launcher, the latest contraption authorities have...",Environment ,"28 Aug, 2020 ",singapore battle record dengue outbreak mosquito singapore high balcony singapore public housing block environment official steady mosquito launcher latest contraption authority have...
"Severe or fatal COVID-19 very rare in children, study finds","LONDON: Children and young people are far less likely than adults to get severe cases of COVID-19 infection, and death from the pandemic disease among children is...",Environment ,"28 Aug, 2020 ",severe fatal covid rare child study find london child young people far le likely adult get severe case covid infection death pandemic disease among child is...
Australian coronavirus antibody therapy aims for trial in early 2021,"SYDNEY/MELBOURNE: Australian researchers hope to start human trials of a coronavirus antibody therapy in early 2021, while a large-scale trial of a vaccine could begin by...",Environment ,"26 Aug, 2020 ",australian coronavirus antibody therapy aim trial early sydney melbourne australian researcher hope start human trial coronavirus antibody therapy early large scale trial vaccine could begin by...
German institute says coronavirus vaccinations could start in early 2021,BERLIN: The head of Germany's vaccines regulator said some groups of people living in Germany could be vaccinated early next year against the coronavirus that has...,Environment ,"19 Aug, 2020 ",german institute say coronavirus vaccination could start early berlin head germany vaccine regulator said group people living germany could vaccinated early next year coronavirus has...
"Pandemic now driven by 20s, 30s, 40s group, many asymptomatic: WHO","MANILA: The World Health Organization said on Tuesday it was concerned that the novel coronavirus spread was being driven by people in their 20s, 30s and 40s, many of which...",Environment ,"18 Aug, 2020 ",pandemic driven group many asymptomatic manila world health organization said tuesday concerned novel coronavirus spread driven people many which...
Mexico needs 200 million COVID-19 vaccine doses; shots could start in April,"MEXICO CITY: Mexico will need up to 200 million coronavirus vaccine doses, according to a senior government official, and inoculation of its 120 million inhabitants could...",Environment ,"16 Aug, 2020 ",mexico need million covid vaccine dos shot could start april mexico city mexico need million coronavirus vaccine dos according senior government official inoculation million inhabitant could...
Sinovac launches late-stage trial for potential COVID-19 vaccine in Indonesia,"JAKARTA/BEIJING: China's Sinovac Biotech Ltd launched on Tuesday a late-stage human trial involving as many as 1,620 patients in Indonesia for a COVID-19 vaccine...",Environment ,"11 Aug, 2020 ",sinovac launch late stage trial potential covid vaccine indonesia jakarta beijing china sinovac biotech ltd launched tuesday late stage human trial involving many patient indonesia covid vaccine...
Fauci confident virus vaccine will get to Americans in 2021,"WASHINGTON: Dr. Anthony Fauci said Friday that he remains confident that a coronavirus vaccine will be ready by early next year, telling lawmakers that a quarter-million...",Environment ,"01 Aug, 2020 ",fauci confident virus vaccine get american washington dr. anthony fauci said friday remains confident coronavirus vaccine ready early next year telling lawmaker quarter million...
Experimental COVID-19 vaccine is put to its biggest test,"The biggest test yet of an experimental COVID-19 vaccine got underway Monday with the first of some 30,000 Americans rolling up their sleeves to receive shots created by...",Environment ,"28 Jul, 2020 ",experimental covid vaccine put biggest test biggest test yet experimental covid vaccine got underway monday first american rolling sleeve receive shot created by...
AstraZeneca bets up to $6 billion on new Daiichi cancer drug,"AstraZeneca will pay $1 billion upfront
 	Firms' second oncology deal to look into breast and lung cancers
 	AZN also gets regulatory backing for two other cancer...",Environment ,"27 Jul, 2020 ",astrazeneca bet billion new daiichi cancer drug astrazeneca pay billion upfront firm second oncology deal look breast lung cancer azn also get regulatory backing two cancer...
US signs contract with Pfizer for COVID-19 vaccine doses,WASHINGTON: The Trump administration will pay Pfizer nearly $2 billion for a December delivery of 100 million doses of a COVID-19 vaccine the pharmaceutical company is...,Environment ,"23 Jul, 2020 ",u sign contract pfizer covid vaccine dos washington trump administration pay pfizer nearly billion december delivery million dos covid vaccine pharmaceutical company is...
Oxford COVID-19 vaccine developer cautious on 2020 roll-out,"LONDON: The University of Oxford's possible COVID-19 vaccine could be rolled out by the end of the year but there is no certainty, the lead developer of...",Environment ,"21 Jul, 2020 ",oxford covid vaccine developer cautious roll london university oxford possible covid vaccine could rolled end year certainty lead developer of...
"New studies clarify what drugs help, hurt for COVID-19","Fresh studies give more information about what treatments do or don’t work for COVID-19, with high-quality methods that give reliable results.

British researchers on...",Environment ,"18 Jul, 2020 ",new study clarify drug help hurt covid fresh study give information treatment work covid high quality method give reliable results. british researcher on...
"Russia is hacking virus vaccine trials, US, UK, Canada say",WASHINGTON: Western governments on Thursday accused hackers believed to be part of Russian intelligence of trying to steal valuable private information about a coronavirus...,Environment ,"17 Jul, 2020 ",russia hacking virus vaccine trial u uk canada say washington western government thursday accused hacker believed part russian intelligence trying steal valuable private information coronavirus...
Case of HIV patient in remission offers hope to millions living with virus,"LONDON: When Ash Kotak found out he was HIV-positive in 1993, the diagnosis was still a death sentence.

""I was told to go off and have a good life on the assumption I...",Environment ,"13 Jul, 2020 ",case hiv patient remission offer hope million living virus london ash kotak found hiv positive diagnosis still death sentence. told go good life assumption i...
"�Waterborne disease, another threat for nation�","KATHMANDU, JULY 11

While the country is grappling with the coronavirus pandemic, health workers have warned that people are under the risk of waterborne diseases during...",Environment ,"12 Jul, 2020 ",waterborne disease another threat nation kathmandu july country grappling coronavirus pandemic health worker warned people risk waterborne disease during...
Varieties of masks - what are the options?,"KATHMANDU: Masks have become fundamental in the present scenario, nationally as well as globally, as coronavirus infection is still on the rise and people have had to...",Environment ,"11 Jul, 2020 ",variety mask option kathmandu mask become fundamental present scenario nationally well globally coronavirus infection still rise people to...
WHO advance team heads to China to set up probe into coronavirus origin,GENEVA: A two-member advance team of World Health Organization (WHO) experts has left for China to organise an investigation into the origins of the novel coronavirus...,Environment ,"11 Jul, 2020 ",advance team head china set probe coronavirus origin geneva two member advance team world health organization expert left china organise investigation origin novel coronavirus...
Psoriasis injection gets green light for 'restricted emergency use' on Covid-19 patients,"KATHMANDU: Itolizumab, a Psoriasis injection, has been approved by India's drug regulator for “restricted emergency use” to treat Covid-19 patients with moderate to...",Environment ,"11 Jul, 2020 ",psoriasis injection get green light restricted emergency use covid patient kathmandu itolizumab psoriasis injection approved india drug regulator restricted emergency use treat covid patient moderate to...
Coping with fear of Covid-19,"KATHMANDU: With more than a hundred days in lockdown due to coronavirus pandemic, the general state of mind of most of the people has had significant changes or...",Environment ,"10 Jul, 2020 ",coping fear covid kathmandu hundred day lockdown due coronavirus pandemic general state mind people significant change or...
WHO acknowledges 'evidence emerging' of�airborne�spread�of COVID-19,"GENEVA: The World Health Organization on Tuesday acknowledged ""evidence emerging"" of the airborne spread of the novel coronavirus, after a group of scientists urged the...",Environment ,"08 Jul, 2020 ",acknowledges evidence emerging airborne spread covid geneva world health organization tuesday acknowledged evidence emerging airborne spread novel coronavirus group scientist urged the...
"WHO halts hydroxychloroquine, HIV drugs in COVID trials after failure to reduce death",GENEVA: The World Health Organization (WHO) said on Saturday that it was discontinuing its trials of the malaria drug hydroxychloroquine and combination HIV drug...,Environment ,"05 Jul, 2020 ",halt hydroxychloroquine hiv drug covid trial failure reduce death geneva world health organization said saturday discontinuing trial malaria drug hydroxychloroquine combination hiv drug...
UK OKs resumption of hydroxychloroquine trial,"LONDON: Britain’s medical regulatory agency has approved the resumption of a trial testing whether hydroxychloroquine, the malaria drug favored by US President Donald...",Environment ,"30 Jun, 2020 ",uk ok resumption hydroxychloroquine trial london britain medical regulatory agency approved resumption trial testing whether hydroxychloroquine malaria drug favored u president donald...
CanSino's COVID-19 vaccine candidate approved for military use in China,BEIJING: China's military has received the greenlight to use a COVID-19 vaccine candidate developed by its research unit and CanSino Biologics after clinical trials...,Environment ,"29 Jun, 2020 ",cansino covid vaccine candidate approved military use china beijing china military received greenlight use covid vaccine candidate developed research unit cansino biologics clinical trials...
Scientists just beginning to understand the many health problems caused by COVID-19,"CHICAGO: Scientists are only starting to grasp the vast array of health problems caused by the novel coronavirus, some of which may have lingering effects on patients and...",Environment ,"26 Jun, 2020 ",scientist beginning understand many health problem caused covid chicago scientist starting grasp vast array health problem caused novel coronavirus may lingering effect patient and...
Gilead's remdesivir set to become Europe's first COVID-19 therapy,"EU price of drug, to be branded Veklury, not known
 	Formal EU approval expected over coming week
 	Can be prescribed in EU for one year after approval

Doctors...",Environment ,"26 Jun, 2020 ",gilead remdesivir set become europe first covid therapy eu price drug branded veklury known formal eu approval expected coming week prescribed eu one year approval doctors...
Fauci: Next few weeks critical to tamping down virus spikes,"WASHINGTON: The next few weeks are critical to tamping down a disturbing coronavirus surge, Dr. Anthony Fauci told Congress on Tuesday — issuing a plea for people to...",Environment ,"24 Jun, 2020 ",fauci next week critical tamping virus spike washington next week critical tamping disturbing coronavirus surge dr. anthony fauci told congress tuesday issuing plea people to...
Contraceptive use down across country,"Kathmandu, June 23

The number of people using contraceptives has dropped nationwide since the coronavirus pandemic began in the country in January.

With repeated...",Environment ,"24 Jun, 2020 ",contraceptive use across country kathmandu june number people using contraceptive dropped nationwide since coronavirus pandemic began country january. repeated...
Asymptomatic spread is not rare: Dr Fauci's June 10 counter on WHO claims,"KATHMANDU: While the mystery of the legendary coronavirus is still unsolved in many aspects, doctors and scientists remain confused with World Health Organization claiming...",Environment ,"21 Jun, 2020 ",asymptomatic spread rare dr fauci june counter claim kathmandu mystery legendary coronavirus still unsolved many aspect doctor scientist remain confused world health organization claiming...
First results of CureVac vaccine trial expected in two months,"BERLIN: The first trial results of a coronavirus vaccine being developed by CureVac are expected in two months, German news agency dpa reported on Friday.

CureVac, an...",Environment ,"19 Jun, 2020 ",first result curevac vaccine trial expected two month berlin first trial result coronavirus vaccine developed curevac expected two month german news agency dpa reported friday. curevac an...
WHO moves to update COVID-19 guidance after 'great news' in drug study,The World Health Organization (WHO) said it was moving to update its guidelines on treating people stricken with COVID-19 to reflect results of a clinical trial that showed...,Environment ,"17 Jun, 2020 ",move update covid guidance great news drug study world health organization said moving update guideline treating people stricken covid reflect result clinical trial showed...
Cheap drug is first shown to improve COVID-19 survival,"Researchers in England say they have the first evidence that a drug can improve COVID-19 survival: A cheap, widely available steroid reduced deaths by up to one third in...",Environment ,"17 Jun, 2020 ",cheap drug first shown improve covid survival researcher england say first evidence drug improve covid survival cheap widely available steroid reduced death one third in...
AstraZeneca agrees to make COVID-19 vaccine for Europe,"LONDON: Drugmaker AstraZeneca struck a deal Saturday to supply up to 400 million doses of an experimental COVID-19 vaccine to European Union countries, the latest in a...",Environment ,"14 Jun, 2020 ",astrazeneca agrees make covid vaccine europe london drugmaker astrazeneca struck deal saturday supply million dos experimental covid vaccine european union country latest a...
What is herd immunity and could it work with COVID-19?,"What is herd immunity and could it work with COVID-19?

Herd immunity is when a virus can no longer spread easily because enough people are immune to it. That lowers the...",Environment ,"10 Jun, 2020 ",herd immunity could work covid herd immunity could work covid herd immunity virus longer spread easily enough people immune it. lower the...
China's companies emerge as global donors in virus pandemic,"BEIJING: As the coronavirus spread, the world’s richest communist dug into his deep pockets.

Jack Ma, founder of e-commerce giant Alibaba Group and a member of the...",Environment ,"09 Jun, 2020 ",china company emerge global donor virus pandemic beijing coronavirus spread world richest communist dug deep pockets. jack founder e commerce giant alibaba group member the...
Shanghai Junshi Biosciences in human tests for coronavirus antibody drug,"BEIJING: Shanghai Junshi Biosciences has started an early-stage study in China to test a potential antibody treatment against the coronavirus in uninfected people, the...",Environment ,"08 Jun, 2020 ",shanghai junshi bioscience human test coronavirus antibody drug beijing shanghai junshi bioscience started early stage study china test potential antibody treatment coronavirus uninfected people the...
Research links baldness with higher risk of severe coronavirus infection,"KATHMANDU: A recent study has indicated that men with baldness may be at a higher risk of severe symptoms of the coronavirus infection.

British news outlet The Telegraph...",Environment ,"06 Jun, 2020 ",research link baldness higher risk severe coronavirus infection kathmandu recent study indicated men baldness may higher risk severe symptom coronavirus infection. british news outlet telegraph...
Study on safety of malaria drugs for coronavirus retracted,"Several authors of a large study that raised safety concerns about malaria drugs for coronavirus patients have retracted the report, saying independent reviewers were not...",Environment ,"05 Jun, 2020 ",study safety malaria drug coronavirus retracted several author large study raised safety concern malaria drug coronavirus patient retracted report saying independent reviewer not...
Malaria drug fails to prevent COVID-19 in a rigorous study,"A malaria drug President Donald Trump took to try to prevent COVID-19 proved ineffective for that in the first large, high-quality study to test it in people in close...",Environment ,"04 Jun, 2020 ",malaria drug fails prevent covid rigorous study malaria drug president donald trump took try prevent covid proved ineffective first large high quality study test people close...
UK doctors to trial ibuprofen in COVID-19 patients with breathing difficulties,LONDON: British doctors are trialling a formulation of anti-inflammatory ibuprofen to see if it reduces respiratory failure in patients with severe symptoms of...,Environment ,"03 Jun, 2020 ",uk doctor trial ibuprofen covid patient breathing difficulty london british doctor trialling formulation anti inflammatory ibuprofen see reduces respiratory failure patient severe symptom of...
"Chinese vaccine could be ready by year-end, government body says","HONG KONG: A Chinese-made coronavirus vaccine could be ready for market as early as the end of this year, China's State-owned Assets Supervision and Administration...",Environment ,"31 May, 2020 ",chinese vaccine could ready year end government body say hong kong chinese made coronavirus vaccine could ready market early end year china state owned asset supervision administration...
"Cancer, coronavirus are a dangerous mix, new studies find",New research shows how dangerous the coronavirus is for current and former cancer patients. Those who developed COVID-19 were much more likely to die within a month than...,Environment ,"29 May, 2020 ",cancer coronavirus dangerous mix new study find new research show dangerous coronavirus current former cancer patients. developed covid much likely die within month than...
Precautions while washing fruits and vegetables to prevent COVID-19: WHO,"Kathmandu, May 27

As the number of COVID-19 cases mount in Nepal, these precautions are critical 

The World Health Organization (WHO) has these recommendations on...",Environment ,"27 May, 2020 ",precaution washing fruit vegetable prevent covid kathmandu may number covid case mount nepal precaution critical world health organization recommendation on...
Can COVID-19 spread through banknotes and coins? Here is what the WHO says,"Kathmandu, May 27

If restrictions lift slowly in Nepal, cash transactions will increase. Here is how to protect yourself  

The World Health Organization (WHO) says...",Environment ,"27 May, 2020 ",covid spread banknote coin say kathmandu may restriction lift slowly nepal cash transaction increase. protect world health organization says...
WHO recommends precautions while Grocery Shopping in the time of Covid-19,"Kathmandu, May 27

As Nepal grapples with the COVID-19 pandemic, here are five tips on how you can protect yourselves at grocery stores

As restrictions ease more and...",Environment ,"27 May, 2020 ",recommends precaution grocery shopping time covid kathmandu may nepal grapple covid pandemic five tip protect grocery store restriction ease and...
India's Glenmark to study potential COVID-19 drug combination,BENGALURU: Glenmark Pharmaceuticals Ltd said on Tuesday it will begin a new clinical trial in India to test a combination of two anti-viral drugs - favipiravir and...,Environment ,"26 May, 2020 ",india glenmark study potential covid drug combination bengaluru glenmark pharmaceutical ltd said tuesday begin new clinical trial india test combination two anti viral drug favipiravir and...
UN virus therapy trial pauses hydroxychloroquine testing,GENEVA: The World Health Organization said Monday that it will temporarily drop hydroxychloroquine — the anti-malarial drug US President Trump says he is taking — from...,Environment ,"26 May, 2020 ",un virus therapy trial pause hydroxychloroquine testing geneva world health organization said monday temporarily drop hydroxychloroquine anti malarial drug u president trump say taking from...
First signs if a COVID-19 vaccine works possible in autumn,"ZURICH: First indications of the effectiveness of a potential vaccine against coronavirus may be available in the autumn, the head of the GAVI vaccine alliance told a...",Environment ,"25 May, 2020 ",first sign covid vaccine work possible autumn zurich first indication effectiveness potential vaccine coronavirus may available autumn head gavi vaccine alliance told a...
"Coronavirus vaccine safe in early trial, hydroxychloroquine may increase death risk","The following is a brief roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19, the illness...",Environment ,"23 May, 2020 ",coronavirus vaccine safe early trial hydroxychloroquine may increase death risk following brief roundup latest scientific study novel coronavirus effort find treatment vaccine covid illness...
US secures 300 million doses of potential AstraZeneca COVID-19 vaccine,"BENGALURU/LONDON: The United States has secured almost a third of AstraZeneca's one billion possible COVID-19 vaccine doses by pledging up to $1.2 billion, as the world's...",Environment ,"21 May, 2020 ",u secures million dos potential astrazeneca covid vaccine bengaluru london united state secured almost third astrazeneca one billion possible covid vaccine dos pledging . billion world s...
"US births fall, and virus could drive them down more","NEW YORK: US births continued to fall last year, leading to the fewest number of newborns in 35 years.

The decline is the latest sign of a prolonged national “baby...",Environment ,"20 May, 2020 ",u birth fall virus could drive new york u birth continued fall last year leading fewest number newborn years. decline latest sign prolonged national baby...
Trump's use of malaria drug likely to be welcomed in India,NEW DELHI: President Donald Trump’s declaration that he was taking an antimalarial drug of dubious effectiveness to help fend off the coronavirus will likely be welcomed...,Environment ,"19 May, 2020 ",trump use malaria drug likely welcomed india new delhi president donald trump declaration taking antimalarial drug dubious effectiveness help fend coronavirus likely welcomed...
UK adds loss of smell and taste to COVID-19 symptom list,LONDON: The United Kingdom has added the loss of smell and taste to its official list of COVID-19 symptoms including fever and new continuous cough - a step that it hopes...,Environment ,"18 May, 2020 ",uk add loss smell taste covid symptom list london united kingdom added loss smell taste official list covid symptom including fever new continuous cough step hopes...
Retinoblastoma control and management,World Retinoblastoma Week is an opportunity to raise global awareness about this cancer that affects childrenâ€™s eyes. During this yearâ€™s World Retinoblastoma Week from...,Environment ,"16 May, 2020 ",retinoblastoma control management world retinoblastoma week opportunity raise global awareness cancer affect child eyes. year world retinoblastoma week from...
EU: Possible virus drug approval ‘before the summer’,LONDON: The European Medicines Agency predicted that there could be licensed drugs to treat the new coronavirus in the next few months and that a vaccine might even be...,Environment ,"14 May, 2020 ",eu possible virus drug approval summer london european medicine agency predicted could licensed drug treat new coronavirus next month vaccine might even be...
UN warns of global mental health crisis due to COVID-19 pandemic,"LONDON: A mental illness crisis is looming as millions of people worldwide are surrounded by death and disease and forced into isolation, poverty and anxiety by the...",Environment ,"14 May, 2020 ",un warns global mental health crisis due covid pandemic london mental illness crisis looming million people worldwide surrounded death disease forced isolation poverty anxiety the...
US allows use of 1st drug shown to help virus recovery,"WASHINGTON: US regulators on Friday allowed emergency use of the first drug that appears to help some COVID-19 patients recover faster, a milestone in the global search for...",Environment ,"02 May, 2020 ",u allows use st drug shown help virus recovery washington u regulator friday allowed emergency use first drug appears help covid patient recover faster milestone global search for...
Maker of coronavirus trial drug aims for wide distribution says Gilead CEO,"LONDON: Gilead Sciences, which manufactures remdesivir, is focused on making the experimental coronavirus drug accessible and affordable to as many people as possible...",Environment ,"01 May, 2020 ",maker coronavirus trial drug aim wide distribution say gilead ceo london gilead science manufacture remdesivir focused making experimental coronavirus drug accessible affordable many people possible...
Handwashing: A brief history and method,"In 1846, when doctors and medical students delivered babies after coming back from the autopsy lab, the death rate of the postpartum women was found to be 18 per cent. This...",Environment ,"22 Apr, 2020 ",handwashing brief history method doctor medical student delivered baby coming back autopsy lab death rate postpartum woman found per cent. this...
Coronavirus the musical: US scientists turn virus into melody to aid research,"From tinkling harmonies as the virus disarms cells to clashing and stormy as it replicates, US scientists have translated the novel coronavirusâ€™ spiked protein structure...",Environment ,"21 Apr, 2020 ",coronavirus musical u scientist turn virus melody aid research tinkling harmony virus disarms cell clashing stormy replicates u scientist translated novel coronavirus spiked protein structure...
Reports suggest many have had coronavirus with no symptoms,"A flood of new research suggests that far more people have had the coronavirus without any symptoms, fueling hope that it will turn out to be much less lethal than...",Environment ,"20 Apr, 2020 ",report suggest many coronavirus symptom flood new research suggests far people coronavirus without symptom fueling hope turn much le lethal than...
What are coronavirus antibody tests?,"With most Americans under stay-at-home orders to help contain the spread of the novel coronavirus and more than 2 million people infected globally, talk is turning to how...",Environment ,"16 Apr, 2020 ",coronavirus antibody test american stay home order help contain spread novel coronavirus million people infected globally talk turning how...
Fears of 'Wild West' as COVID-19 blood tests hit the market,WASHINGTON: Blood tests for the coronavirus could play a key role in deciding whether millions of Americans can safely return to work and school. But public health...,Environment ,"13 Apr, 2020 ",fear wild west covid blood test hit market washington blood test coronavirus could play key role deciding whether million american safely return work school. public health...
'We're all in with our patients': An ER doctor's virus fight,"NEW YORK: The call comes over the emergency-room loudspeakers: Sick patient. Everyone needed.

The patient is struggling to breathe, his blood-oxygen level a...",Environment ,"12 Apr, 2020 ",patient er doctor virus fight new york call come emergency room loudspeaker sick patient. everyone needed. patient struggling breathe blood oxygen level a...
UK doctors' and nurses' lives at risk from lack of protection kit-unions,"LONDON: Doctors and nurses treating patients with COVID-19 in Britain are putting their lives at risk because of a lack of protective kit for frontline staff, their unions...",Environment ,"11 Apr, 2020 ",uk doctor nurse life risk lack protection kit union london doctor nurse treating patient covid britain putting life risk lack protective kit frontline staff unions...
13 myths about COVID-19 debunked by WHO,"KATHMANDU: As of April 8, 2020, there have been 1,317,130 confirmed cases of COVID-19, including 74,306 deaths, according to World Health Organisation (WHO).

The new...",Environment ,"08 Apr, 2020 ",myth covid debunked kathmandu april confirmed case covid including death according world health organisation . new...
Family in dire need of financial support to treat their daughter suffering from rare 'Guillain-Barre Syndrome',"KATHMANDU: Just like many girls her age, Puja Dangal, 19, a Kavre native, was happily pursuing her studies in Kathmandu until the diagnosis of Guillain Barre Syndrome,...",Environment ,"03 Apr, 2020 ",family dire need financial support treat daughter suffering rare guillain barre syndrome kathmandu like many girl age puja dangal kavre native happily pursuing study kathmandu diagnosis guillain barre syndrome ...
More evidence indicates healthy people can spread virus,"NEW YORK: Scientists offered more evidence Wednesday that the coronavirus is spread by seemingly healthy people who show no clear symptoms, and the federal government...",Environment ,"02 Apr, 2020 ",evidence indicates healthy people spread virus new york scientist offered evidence wednesday coronavirus spread seemingly healthy people show clear symptom federal government...
Should you wear mask in public if not sick with coronavirus?,"WASHINGTON: If youâ€™re not sick with the new coronavirus, should you wear a mask in public? Global health authorities say no. Amid a shortage of masks, the US is sticking...",Environment ,"01 Apr, 2020 ",wear mask public sick coronavirus washington sick new coronavirus wear mask public global health authority say no. amid shortage mask u sticking...
"Virus disrupts pregnancy plans, raises anxiety and questions",Some pregnant women fear giving birth with no loved ones by their side. Others worry about getting sick with COVID-19 and not being able to hold their newborns. The...,Environment ,"01 Apr, 2020 ",virus disrupts pregnancy plan raise anxiety question pregnant woman fear giving birth loved one side. others worry getting sick covid able hold newborns. the...
